snapshot_date,account_id,customer_id,account_type,product_name,opened_date,status,balance,credit_limit,interest_rate,daily_net_amount,daily_txn_count
2025-08-01,ACC0000007804,CUST0003923,CREDIT_CARD,Kartu Platinum,2023-03-14,SUSPENDED,0.00,8821174.13,0.0971,0.00,0
2025-08-01,ACC0000007823,CUST0003931,SAVINGS,Tabungan Negara Plus,2024-11-24,ACTIVE,8649137.60,,0.1358,3940757.23,1
2025-08-01,ACC0000007887,CUST0003965,INVESTMENT,Deposito,2022-05-14,ACTIVE,0.00,,0.078,0.00,0
2025-08-01,ACC0000000334,CUST0000169,INVESTMENT,SBN Retail,2022-09-10,ACTIVE,0.00,,0.144,0.00,0
2025-08-01,ACC0000000404,CUST0000204,CREDIT_CARD,Kartu Gold,2024-04-17,DORMANT,0.00,25248415.36,0.0971,0.00,0
2025-08-01,ACC0000000702,CUST0000349,INVESTMENT,Deposito,2021-10-03,ACTIVE,0.00,,0.0101,-3741786.26,4
2025-08-01,ACC0000000850,CUST0000422,SAVINGS,Tabungan Negara Plus,2021-07-16,ACTIVE,658654.89,,0.1311,7070272.38,2
2025-08-01,ACC0000000999,CUST0000499,CREDIT_CARD,Kartu Classic,2024-05-12,ACTIVE,0.00,44539302.96,0.0247,1031792.59,1
2025-08-01,ACC0000001021,CUST0000511,SAVINGS,Tabungan Haji,2021-06-20,ACTIVE,24507455.25,,0.0715,-174566.56,6
2025-08-01,ACC0000001156,CUST0000579,CREDIT_CARD,Kartu Platinum,2024-08-03,ACTIVE,0.00,24685684.14,0.0971,7418111.29,4
2025-08-01,ACC0000001280,CUST0000645,CREDIT_CARD,Kartu Platinum,2024-12-05,ACTIVE,0.00,23655475.11,0.1464,0.00,0
2025-08-01,ACC0000001817,CUST0000914,CREDIT_CARD,Kartu Gold,2023-11-23,ACTIVE,0.00,44949113.33,0.0134,-198443.24,1
2025-08-01,ACC0000001949,CUST0000980,LOAN,Kredit Kendaraan,2022-08-23,ACTIVE,0.00,,0.1115,0.00,0
2025-08-01,ACC0000001981,CUST0000996,SAVINGS,Tabungan Rencana,2025-07-11,ACTIVE,40958069.78,,0.1418,0.00,0
2025-08-01,ACC0000002334,CUST0001170,SAVINGS,Tabungan Berjangka,2021-08-31,ACTIVE,10765344.25,,0.0817,4262428.86,1
2025-08-01,ACC0000002338,CUST0001172,LOAN,Kredit Usaha,2024-06-29,ACTIVE,0.00,,0.0475,83734.12,2
2025-08-01,ACC0000002446,CUST0001227,CREDIT_CARD,Kartu Gold,2022-08-16,ACTIVE,0.00,37643113.79,0.1027,710248.98,1
2025-08-01,ACC0000002540,CUST0001276,SAVINGS,Tabungan Rencana,2021-07-20,ACTIVE,10446360.52,,0.141,-1996095.96,1
2025-08-01,ACC0000002843,CUST0001436,SAVINGS,Tabungan Berjangka,2023-08-31,ACTIVE,24396994.13,,0.1022,1651536.78,1
2025-08-01,ACC0000002919,CUST0001474,INVESTMENT,Obligasi,2022-11-15,ACTIVE,0.00,,0.0565,812864.88,2
2025-08-01,ACC0000003332,CUST0001676,LOAN,KPR Rumah,2025-03-07,ACTIVE,0.00,,0.1009,4810452.36,2
2025-08-01,ACC0000003393,CUST0001706,LOAN,Kredit Usaha,2024-03-04,ACTIVE,0.00,,0.0263,364357.22,4
2025-08-01,ACC0000003626,CUST0001829,LOAN,Kredit Kendaraan,2022-12-29,ACTIVE,0.00,,0.0641,-9926739.18,3
2025-08-01,ACC0000004016,CUST0002026,SAVINGS,Tabungan Negara Plus,2022-10-14,ACTIVE,44758510.28,,0.1216,-4811085.78,2
2025-08-01,ACC0000004044,CUST0002040,INVESTMENT,SBN Retail,2024-11-29,ACTIVE,0.00,,0.0965,-6993361.65,5
2025-08-01,ACC0000004209,CUST0002121,CREDIT_CARD,Kartu Gold,2023-01-08,ACTIVE,0.00,48170717.40,0.147,-605041.42,1
2025-08-01,ACC0000004228,CUST0002128,SAVINGS,Tabungan Rencana,2021-10-14,SUSPENDED,14225209.54,,0.0139,0.00,0
2025-08-01,ACC0000004350,CUST0002186,INVESTMENT,SBN Retail,2022-06-12,ACTIVE,0.00,,0.0682,-329167.87,2
2025-08-01,ACC0000005156,CUST0002587,SAVINGS,Tabungan Negara Plus,2024-07-01,ACTIVE,13661309.94,,0.0766,2474050.41,2
2025-08-01,ACC0000005168,CUST0002593,CREDIT_CARD,Kartu Virtual,2022-01-24,DORMANT,0.00,14577052.18,0.1143,0.00,0
2025-08-01,ACC0000005292,CUST0002657,CREDIT_CARD,Kartu Platinum,2022-02-09,ACTIVE,0.00,25572040.70,0.0509,0.00,0
2025-08-01,ACC0000005338,CUST0002680,INVESTMENT,Deposito,2022-01-27,ACTIVE,0.00,,0.0531,-2588346.70,1
2025-08-01,ACC0000005896,CUST0002964,CREDIT_CARD,Kartu Platinum,2021-10-04,ACTIVE,0.00,24417769.29,0.111,4314460.70,1
2025-08-01,ACC0000006136,CUST0003084,SAVINGS,Tabungan Rencana,2024-09-29,ACTIVE,32551893.98,,0.128,2621169.81,2
2025-08-01,ACC0000006254,CUST0003141,LOAN,KTA Personal,2022-10-14,ACTIVE,0.00,,0.0823,1448229.25,1
2025-08-01,ACC0000006388,CUST0003209,SAVINGS,Tabungan Berjangka,2025-01-13,ACTIVE,38780077.33,,0.1165,771870.99,2
2025-08-01,ACC0000006469,CUST0003250,SAVINGS,Tabungan Berjangka,2022-03-26,ACTIVE,32056769.34,,0.133,4373373.37,2
2025-08-01,ACC0000006570,CUST0003298,SAVINGS,Tabungan Rencana,2021-06-24,ACTIVE,2069587.06,,0.0663,2895769.88,4
2025-08-01,ACC0000006584,CUST0003307,SAVINGS,Tabungan Negara Plus,2021-11-19,ACTIVE,26772810.10,,0.0524,-5217738.89,2
2025-08-01,ACC0000006588,CUST0003309,LOAN,Kredit Kendaraan,2024-06-26,ACTIVE,0.00,,0.0549,1475215.18,1
2025-08-01,ACC0000006606,CUST0003318,SAVINGS,Tabungan Rencana,2023-05-12,ACTIVE,32592887.04,,0.1112,-3431210.59,1
2025-08-01,ACC0000006837,CUST0003433,CREDIT_CARD,Kartu Platinum,2023-05-19,ACTIVE,0.00,30486738.27,0.0596,1805434.59,1
2025-08-01,ACC0000006856,CUST0003443,CREDIT_CARD,Kartu Gold,2022-02-28,ACTIVE,0.00,18552893.81,0.0117,-4924915.33,2
2025-08-01,ACC0000006913,CUST0003474,LOAN,Kredit Kendaraan,2021-02-10,ACTIVE,0.00,,0.0424,5819274.93,2
2025-08-01,ACC0000006979,CUST0003511,LOAN,Kredit Kendaraan,2024-12-29,ACTIVE,0.00,,0.0958,10092179.05,3
2025-08-01,ACC0000007035,CUST0003538,CREDIT_CARD,Kartu Platinum,2024-12-25,ACTIVE,0.00,15567747.06,0.0302,-427143.32,2
2025-08-01,ACC0000007106,CUST0003576,LOAN,KPR Rumah,2024-12-29,ACTIVE,0.00,,0.1392,342427.93,2
2025-08-01,ACC0000007301,CUST0003671,LOAN,Kredit Usaha,2022-12-04,ACTIVE,0.00,,0.0332,-920769.63,1
2025-08-01,ACC0000007367,CUST0003703,INVESTMENT,SBN Retail,2023-04-27,ACTIVE,0.00,,0.1028,5233004.29,3
2025-08-01,ACC0000007799,CUST0003921,LOAN,KPR Rumah,2022-05-20,ACTIVE,0.00,,0.1054,0.00,0
2025-08-01,ACC0000000198,CUST0000098,CREDIT_CARD,Kartu Virtual,2023-11-18,ACTIVE,0.00,47864409.23,0.1472,-1042373.39,1
2025-08-01,ACC0000000361,CUST0000181,LOAN,Kredit Kendaraan,2021-07-12,ACTIVE,0.00,,0.0768,-2784711.32,1
2025-08-01,ACC0000000528,CUST0000265,INVESTMENT,Reksa Dana,2023-12-10,DORMANT,0.00,,0.054,0.00,0
2025-08-01,ACC0000000533,CUST0000269,INVESTMENT,SBN Retail,2022-07-07,CLOSED,0.00,,0.1353,0.00,0
2025-08-01,ACC0000000553,CUST0000279,LOAN,KTA Personal,2024-09-12,ACTIVE,0.00,,0.0896,388377.46,1
2025-08-01,ACC0000000764,CUST0000378,LOAN,Kredit Kendaraan,2025-04-09,ACTIVE,0.00,,0.0267,3877706.54,1
2025-08-01,ACC0000000772,CUST0000384,SAVINGS,Tabungan Berjangka,2023-05-15,ACTIVE,22416787.59,,0.1284,1618992.99,3
2025-08-01,ACC0000000888,CUST0000440,LOAN,KTA Personal,2022-04-14,DORMANT,0.00,,0.0577,0.00,0
2025-08-01,ACC0000001253,CUST0000629,SAVINGS,Tabungan Berjangka,2021-12-28,ACTIVE,6756313.75,,0.1169,4355124.65,3
2025-08-01,ACC0000001294,CUST0000652,SAVINGS,Tabungan Rencana,2022-04-28,CLOSED,28290566.81,,0.096,0.00,0
2025-08-01,ACC0000001528,CUST0000765,CREDIT_CARD,Kartu Gold,2023-01-25,ACTIVE,0.00,47401906.72,0.0687,-6121022.88,2
2025-08-01,ACC0000001630,CUST0000822,INVESTMENT,Reksa Dana,2021-03-04,ACTIVE,0.00,,0.0118,-848673.25,1
2025-08-01,ACC0000001671,CUST0000843,LOAN,Kredit Usaha,2023-07-04,CLOSED,0.00,,0.0777,0.00,0
2025-08-01,ACC0000001675,CUST0000844,SAVINGS,Tabungan Berjangka,2025-01-04,CLOSED,40672623.27,,0.024,0.00,0
2025-08-01,ACC0000001887,CUST0000950,SAVINGS,Tabungan Negara Plus,2022-06-06,ACTIVE,6593692.74,,0.1015,0.00,0
2025-08-01,ACC0000002039,CUST0001027,INVESTMENT,Deposito,2021-05-19,CLOSED,0.00,,0.1151,0.00,0
2025-08-01,ACC0000002196,CUST0001103,INVESTMENT,Obligasi,2024-04-16,ACTIVE,0.00,,0.0658,-4097510.44,2
2025-08-01,ACC0000002197,CUST0001103,SAVINGS,Tabungan Negara Plus,2024-02-23,ACTIVE,23446888.37,,0.0187,7177041.57,2
2025-08-01,ACC0000002536,CUST0001275,SAVINGS,Tabungan Negara Plus,2023-06-02,ACTIVE,1605915.30,,0.0814,-8200649.06,4
2025-08-01,ACC0000003409,CUST0001714,INVESTMENT,Reksa Dana,2024-10-31,CLOSED,0.00,,0.0734,0.00,0
2025-08-01,ACC0000003418,CUST0001718,LOAN,Kredit Kendaraan,2021-08-18,DORMANT,0.00,,0.0237,0.00,0
2025-08-01,ACC0000003427,CUST0001721,INVESTMENT,Obligasi,2023-07-05,SUSPENDED,0.00,,0.1466,0.00,0
2025-08-01,ACC0000003471,CUST0001744,SAVINGS,Tabungan Rencana,2024-05-17,ACTIVE,39871077.47,,0.0747,-1465681.19,2
2025-08-01,ACC0000003514,CUST0001767,INVESTMENT,Reksa Dana,2022-11-12,ACTIVE,0.00,,0.1432,-1143780.17,2
2025-08-01,ACC0000003728,CUST0001877,LOAN,Kredit Kendaraan,2023-11-06,DORMANT,0.00,,0.0117,0.00,0
2025-08-01,ACC0000004153,CUST0002090,SAVINGS,Tabungan Berjangka,2023-07-21,DORMANT,20144422.53,,0.0625,0.00,0
2025-08-01,ACC0000004340,CUST0002182,CREDIT_CARD,Kartu Gold,2022-11-19,ACTIVE,0.00,12176881.01,0.1054,2719454.05,2
2025-08-01,ACC0000004362,CUST0002194,CREDIT_CARD,Kartu Platinum,2022-02-28,ACTIVE,0.00,42245834.31,0.097,-2384368.94,2
2025-08-01,ACC0000004668,CUST0002342,INVESTMENT,Deposito,2024-11-11,DORMANT,0.00,,0.0955,0.00,0
2025-08-01,ACC0000005014,CUST0002514,CREDIT_CARD,Kartu Gold,2025-01-04,CLOSED,0.00,13216494.90,0.1351,0.00,0
2025-08-01,ACC0000005255,CUST0002640,CREDIT_CARD,Kartu Classic,2022-12-04,ACTIVE,0.00,26722211.19,0.0976,-1034781.98,1
2025-08-01,ACC0000005543,CUST0002781,SAVINGS,Tabungan Berjangka,2021-02-26,DORMANT,16158948.21,,0.0623,0.00,0
2025-08-01,ACC0000005807,CUST0002918,CREDIT_CARD,Kartu Gold,2024-02-24,ACTIVE,0.00,9551702.99,0.0281,-4631301.22,2
2025-08-01,ACC0000006378,CUST0003204,LOAN,Kredit Usaha,2024-02-23,ACTIVE,0.00,,0.0477,-487260.16,2
2025-08-01,ACC0000006554,CUST0003291,CREDIT_CARD,Kartu Virtual,2025-02-08,ACTIVE,0.00,21770456.76,0.1139,-3427432.16,1
2025-08-01,ACC0000006653,CUST0003342,SAVINGS,Tabungan Haji,2022-03-06,ACTIVE,46954873.59,,0.0506,324286.13,1
2025-08-01,ACC0000006672,CUST0003353,SAVINGS,Tabungan Berjangka,2022-09-20,ACTIVE,23663149.93,,0.1009,-2342916.11,2
2025-08-01,ACC0000006816,CUST0003422,CREDIT_CARD,Kartu Classic,2023-06-02,ACTIVE,0.00,48982069.18,0.059,-4512145.96,1
2025-08-01,ACC0000006933,CUST0003484,SAVINGS,Tabungan Berjangka,2022-03-12,ACTIVE,8751179.03,,0.0245,-2684120.53,1
2025-08-01,ACC0000006941,CUST0003490,SAVINGS,Tabungan Negara Plus,2024-05-16,ACTIVE,16017050.70,,0.1233,-11821994.41,3
2025-08-01,ACC0000007048,CUST0003544,INVESTMENT,Obligasi,2024-09-25,ACTIVE,0.00,,0.0121,0.00,0
2025-08-01,ACC0000007064,CUST0003553,CREDIT_CARD,Kartu Gold,2025-02-22,ACTIVE,0.00,33346943.53,0.1238,0.00,0
2025-08-01,ACC0000007179,CUST0003613,LOAN,Kredit Kendaraan,2023-09-16,ACTIVE,0.00,,0.096,-2303193.83,1
2025-08-01,ACC0000007696,CUST0003866,CREDIT_CARD,Kartu Platinum,2023-01-07,DORMANT,0.00,24500902.13,0.0434,0.00,0
2025-08-01,ACC0000000151,CUST0000076,SAVINGS,Tabungan Negara Plus,2024-03-15,ACTIVE,15960552.12,,0.0251,0.00,0
2025-08-01,ACC0000000476,CUST0000240,SAVINGS,Tabungan Negara Plus,2024-04-23,ACTIVE,3261008.89,,0.1301,-1242650.49,3
2025-08-01,ACC0000001088,CUST0000545,SAVINGS,Tabungan Haji,2022-03-29,ACTIVE,23653647.14,,0.0515,0.00,0
2025-08-01,ACC0000001142,CUST0000574,SAVINGS,Tabungan Haji,2022-12-20,ACTIVE,46368687.19,,0.1435,-3211982.03,2
2025-08-01,ACC0000001174,CUST0000589,LOAN,Kredit Kendaraan,2023-08-18,ACTIVE,0.00,,0.1499,-7404733.25,3
2025-08-01,ACC0000001192,CUST0000597,SAVINGS,Tabungan Negara Plus,2023-05-23,ACTIVE,4050715.13,,0.067,-273485.32,1
2025-08-01,ACC0000001220,CUST0000612,CREDIT_CARD,Kartu Virtual,2023-09-22,DORMANT,0.00,11734436.59,0.0244,0.00,0
2025-08-01,ACC0000001439,CUST0000724,SAVINGS,Tabungan Haji,2021-11-08,CLOSED,3606651.63,,0.0935,0.00,0
2025-08-01,ACC0000001916,CUST0000963,SAVINGS,Tabungan Negara Plus,2022-10-20,ACTIVE,30702801.89,,0.0857,-4228448.91,1
2025-08-01,ACC0000002468,CUST0001240,INVESTMENT,SBN Retail,2023-05-23,ACTIVE,0.00,,0.0368,-592425.46,1
2025-08-01,ACC0000002565,CUST0001288,INVESTMENT,Deposito,2022-03-29,ACTIVE,0.00,,0.1487,0.00,0
2025-08-01,ACC0000002790,CUST0001408,INVESTMENT,Deposito,2022-06-03,ACTIVE,0.00,,0.0211,0.00,0
2025-08-01,ACC0000002923,CUST0001475,CREDIT_CARD,Kartu Platinum,2023-08-30,ACTIVE,0.00,14780812.93,0.0423,7905761.34,5
2025-08-01,ACC0000002956,CUST0001489,SAVINGS,Tabungan Rencana,2023-09-04,ACTIVE,35137727.54,,0.1235,0.00,0
2025-08-01,ACC0000003047,CUST0001533,SAVINGS,Tabungan Negara Plus,2021-03-24,DORMANT,9007703.24,,0.0919,0.00,0
2025-08-01,ACC0000003108,CUST0001565,LOAN,KTA Personal,2024-07-16,ACTIVE,0.00,,0.0659,0.00,0
2025-08-01,ACC0000003421,CUST0001719,INVESTMENT,SBN Retail,2023-12-03,ACTIVE,0.00,,0.1227,4761665.72,2
2025-08-01,ACC0000003631,CUST0001831,INVESTMENT,SBN Retail,2021-06-12,ACTIVE,0.00,,0.1119,9826558.73,3
2025-08-01,ACC0000003706,CUST0001867,INVESTMENT,Deposito,2022-04-11,ACTIVE,0.00,,0.0614,0.00,0
2025-08-01,ACC0000003823,CUST0001928,LOAN,KTA Personal,2022-11-18,ACTIVE,0.00,,0.1315,-2326138.02,2
2025-08-01,ACC0000003898,CUST0001966,SAVINGS,Tabungan Negara Plus,2021-05-14,ACTIVE,10459272.67,,0.0631,-2330789.34,2
2025-08-01,ACC0000004066,CUST0002051,CREDIT_CARD,Kartu Classic,2024-01-10,ACTIVE,0.00,6526613.71,0.095,-269451.37,3
2025-08-01,ACC0000004297,CUST0002160,INVESTMENT,Obligasi,2024-11-21,DORMANT,0.00,,0.0802,0.00,0
2025-08-01,ACC0000004395,CUST0002207,CREDIT_CARD,Kartu Gold,2021-03-19,DORMANT,0.00,44843971.35,0.1249,0.00,0
2025-08-01,ACC0000004670,CUST0002343,CREDIT_CARD,Kartu Virtual,2023-11-13,ACTIVE,0.00,22883023.23,0.0941,0.00,0
2025-08-01,ACC0000004705,CUST0002363,CREDIT_CARD,Kartu Virtual,2021-07-31,ACTIVE,0.00,48920235.81,0.0688,0.00,0
2025-08-01,ACC0000004785,CUST0002399,INVESTMENT,Obligasi,2021-08-15,ACTIVE,0.00,,0.1188,679037.39,1
2025-08-01,ACC0000005311,CUST0002666,SAVINGS,Tabungan Rencana,2021-10-18,ACTIVE,3865790.87,,0.0123,0.00,0
2025-08-01,ACC0000005371,CUST0002696,CREDIT_CARD,Kartu Classic,2025-02-22,ACTIVE,0.00,20200745.79,0.0946,0.00,0
2025-08-01,ACC0000005383,CUST0002703,LOAN,KPR Rumah,2021-08-22,ACTIVE,0.00,,0.1153,10021795.06,3
2025-08-01,ACC0000005431,CUST0002725,INVESTMENT,SBN Retail,2024-03-05,CLOSED,0.00,,0.0748,0.00,0
2025-08-01,ACC0000005582,CUST0002801,CREDIT_CARD,Kartu Gold,2024-07-05,ACTIVE,0.00,12242849.82,0.1043,-1176005.43,1
2025-08-01,ACC0000006494,CUST0003261,SAVINGS,Tabungan Berjangka,2021-08-18,ACTIVE,11133158.71,,0.0849,-1572208.31,1
2025-08-01,ACC0000006565,CUST0003296,INVESTMENT,SBN Retail,2023-03-20,ACTIVE,0.00,,0.0386,-615120.98,5
2025-08-01,ACC0000006597,CUST0003312,SAVINGS,Tabungan Berjangka,2024-06-04,ACTIVE,18078026.42,,0.0118,-217536.80,1
2025-08-01,ACC0000006623,CUST0003326,SAVINGS,Tabungan Berjangka,2025-02-10,DORMANT,34959711.19,,0.1106,0.00,0
2025-08-01,ACC0000006971,CUST0003507,INVESTMENT,Obligasi,2025-07-03,ACTIVE,0.00,,0.1042,-1973466.40,2
2025-08-01,ACC0000007325,CUST0003682,LOAN,KPR Rumah,2023-08-22,DORMANT,0.00,,0.1186,0.00,0
2025-08-01,ACC0000007444,CUST0003740,LOAN,Kredit Kendaraan,2021-11-02,ACTIVE,0.00,,0.1269,0.00,0
2025-08-01,ACC0000007509,CUST0003771,LOAN,Kredit Kendaraan,2025-03-15,ACTIVE,0.00,,0.1472,5849905.26,3
2025-08-01,ACC0000007587,CUST0003811,LOAN,Kredit Usaha,2022-10-17,DORMANT,0.00,,0.1044,0.00,0
2025-08-01,ACC0000000928,CUST0000463,SAVINGS,Tabungan Rencana,2024-12-03,ACTIVE,21287076.48,,0.1384,1142038.84,2
2025-08-01,ACC0000001188,CUST0000595,CREDIT_CARD,Kartu Gold,2022-10-16,ACTIVE,0.00,9503342.77,0.0719,-1369563.98,1
2025-08-01,ACC0000001405,CUST0000707,CREDIT_CARD,Kartu Classic,2021-10-18,ACTIVE,0.00,42833483.43,0.0621,3758325.64,1
2025-08-01,ACC0000002026,CUST0001020,INVESTMENT,Deposito,2022-11-03,ACTIVE,0.00,,0.1059,0.00,0
2025-08-01,ACC0000003076,CUST0001548,LOAN,KTA Personal,2021-08-12,ACTIVE,0.00,,0.0639,-1231418.94,3
2025-08-01,ACC0000003107,CUST0001565,SAVINGS,Tabungan Haji,2024-07-26,CLOSED,24759368.56,,0.1256,0.00,0
2025-08-01,ACC0000003133,CUST0001579,LOAN,Kredit Kendaraan,2024-05-08,ACTIVE,0.00,,0.0356,4835973.01,2
2025-08-01,ACC0000003211,CUST0001620,CREDIT_CARD,Kartu Gold,2022-11-10,ACTIVE,0.00,20379142.61,0.0503,-1941415.96,2
2025-08-01,ACC0000003234,CUST0001631,INVESTMENT,Deposito,2022-09-02,ACTIVE,0.00,,0.115,-7284535.84,2
2025-08-01,ACC0000003577,CUST0001802,LOAN,Kredit Kendaraan,2024-08-30,ACTIVE,0.00,,0.048,-223898.40,1
2025-08-01,ACC0000003633,CUST0001832,SAVINGS,Tabungan Negara Plus,2024-09-10,ACTIVE,45631798.78,,0.038,-4790788.56,1
2025-08-01,ACC0000003634,CUST0001832,SAVINGS,Tabungan Negara Plus,2024-10-21,ACTIVE,32807887.36,,0.014,3308651.17,1
2025-08-01,ACC0000003796,CUST0001914,CREDIT_CARD,Kartu Gold,2023-08-06,CLOSED,0.00,15259350.36,0.0753,0.00,0
2025-08-01,ACC0000003958,CUST0001995,LOAN,Kredit Kendaraan,2021-12-21,ACTIVE,0.00,,0.0193,-2025685.46,1
2025-08-01,ACC0000004173,CUST0002102,INVESTMENT,Deposito,2023-03-31,ACTIVE,0.00,,0.0753,2431180.77,2
2025-08-01,ACC0000004206,CUST0002120,CREDIT_CARD,Kartu Platinum,2022-11-02,ACTIVE,0.00,23213344.26,0.1211,0.00,0
2025-08-01,ACC0000004207,CUST0002120,CREDIT_CARD,Kartu Gold,2023-01-27,ACTIVE,0.00,19642333.06,0.1091,4340226.74,4
2025-08-01,ACC0000004311,CUST0002167,CREDIT_CARD,Kartu Platinum,2022-04-23,ACTIVE,0.00,7320534.53,0.1153,0.00,0
2025-08-01,ACC0000004435,CUST0002227,SAVINGS,Tabungan Berjangka,2025-02-18,ACTIVE,29684200.12,,0.0148,0.00,0
2025-08-01,ACC0000004944,CUST0002480,SAVINGS,Tabungan Haji,2023-07-04,ACTIVE,5786986.24,,0.012,3676898.96,3
2025-08-01,ACC0000005281,CUST0002652,CREDIT_CARD,Kartu Virtual,2022-08-18,ACTIVE,0.00,14852518.76,0.1384,0.00,0
2025-08-01,ACC0000005416,CUST0002718,CREDIT_CARD,Kartu Virtual,2024-12-30,CLOSED,0.00,9551621.55,0.0611,0.00,0
2025-08-01,ACC0000005694,CUST0002857,INVESTMENT,Obligasi,2024-03-27,CLOSED,0.00,,0.1434,0.00,0
2025-08-01,ACC0000005767,CUST0002896,LOAN,KTA Personal,2023-01-10,CLOSED,0.00,,0.1002,0.00,0
2025-08-01,ACC0000005848,CUST0002941,INVESTMENT,SBN Retail,2025-05-23,CLOSED,0.00,,0.1205,0.00,0
2025-08-01,ACC0000005887,CUST0002960,INVESTMENT,Deposito,2024-12-27,ACTIVE,0.00,,0.0166,2555017.11,2
2025-08-01,ACC0000006426,CUST0003231,CREDIT_CARD,Kartu Gold,2024-08-11,ACTIVE,0.00,28075245.71,0.1313,718526.36,1
2025-08-01,ACC0000006762,CUST0003396,SAVINGS,Tabungan Haji,2025-04-11,DORMANT,37195821.79,,0.0804,0.00,0
2025-08-01,ACC0000007095,CUST0003569,INVESTMENT,Deposito,2023-04-06,ACTIVE,0.00,,0.0971,4038014.34,1
2025-08-01,ACC0000007118,CUST0003583,INVESTMENT,Deposito,2023-10-22,ACTIVE,0.00,,0.125,-37959.61,3
2025-08-01,ACC0000007186,CUST0003616,CREDIT_CARD,Kartu Virtual,2021-08-25,ACTIVE,0.00,18433546.75,0.1444,0.00,0
2025-08-01,ACC0000007358,CUST0003699,LOAN,Kredit Usaha,2022-10-22,ACTIVE,0.00,,0.1468,5045848.87,4
2025-08-01,ACC0000007403,CUST0003722,CREDIT_CARD,Kartu Virtual,2025-02-05,ACTIVE,0.00,21373032.80,0.0956,0.00,0
2025-08-01,ACC0000007532,CUST0003783,SAVINGS,Tabungan Berjangka,2024-01-23,ACTIVE,44901051.48,,0.0529,0.00,0
2025-08-01,ACC0000007580,CUST0003808,CREDIT_CARD,Kartu Virtual,2025-04-15,ACTIVE,0.00,43672367.30,0.0656,-3065673.82,2
2025-08-01,ACC0000007946,CUST0003994,SAVINGS,Tabungan Haji,2022-09-08,ACTIVE,9430026.28,,0.0427,3836760.49,2
2025-08-01,ACC0000000451,CUST0000228,INVESTMENT,Deposito,2022-07-30,ACTIVE,0.00,,0.132,-766633.56,2
2025-08-01,ACC0000000599,CUST0000301,CREDIT_CARD,Kartu Platinum,2022-05-15,ACTIVE,0.00,13271746.16,0.0342,-4922021.05,1
2025-08-01,ACC0000000865,CUST0000429,SAVINGS,Tabungan Haji,2021-04-27,ACTIVE,20197714.65,,0.1019,-4294169.01,1
2025-08-01,ACC0000000881,CUST0000436,CREDIT_CARD,Kartu Classic,2023-09-09,ACTIVE,0.00,25927424.91,0.0991,8373507.09,4
2025-08-01,ACC0000001298,CUST0000655,LOAN,Kredit Kendaraan,2024-02-05,ACTIVE,0.00,,0.0746,0.00,0
2025-08-01,ACC0000001381,CUST0000694,SAVINGS,Tabungan Berjangka,2022-08-20,ACTIVE,38247381.96,,0.1093,-8815582.46,3
2025-08-01,ACC0000001499,CUST0000752,LOAN,Kredit Usaha,2021-10-19,ACTIVE,0.00,,0.0493,5630727.85,2
2025-08-01,ACC0000001566,CUST0000785,INVESTMENT,SBN Retail,2024-10-05,ACTIVE,0.00,,0.0399,1594244.26,2
2025-08-01,ACC0000001583,CUST0000795,SAVINGS,Tabungan Rencana,2022-10-01,DORMANT,7743830.63,,0.0555,0.00,0
2025-08-01,ACC0000001713,CUST0000865,SAVINGS,Tabungan Negara Plus,2024-08-21,ACTIVE,14951874.57,,0.1121,-6514937.66,2
2025-08-01,ACC0000001983,CUST0000997,LOAN,Kredit Kendaraan,2022-04-12,ACTIVE,0.00,,0.0804,2741510.97,1
2025-08-01,ACC0000002033,CUST0001024,LOAN,Kredit Usaha,2024-01-25,ACTIVE,0.00,,0.0163,0.00,0
2025-08-01,ACC0000002435,CUST0001221,INVESTMENT,SBN Retail,2022-09-19,SUSPENDED,0.00,,0.1379,0.00,0
2025-08-01,ACC0000002480,CUST0001245,CREDIT_CARD,Kartu Gold,2021-04-11,ACTIVE,0.00,45185103.79,0.0518,7378889.15,2
2025-08-01,ACC0000003043,CUST0001532,LOAN,Kredit Kendaraan,2021-06-25,ACTIVE,0.00,,0.0128,2708015.39,1
2025-08-01,ACC0000003358,CUST0001690,SAVINGS,Tabungan Haji,2021-12-25,ACTIVE,26170139.43,,0.1416,-3200668.01,1
2025-08-01,ACC0000003771,CUST0001901,LOAN,KPR Rumah,2021-02-26,ACTIVE,0.00,,0.1283,1343999.24,2
2025-08-01,ACC0000004120,CUST0002075,LOAN,Kredit Kendaraan,2023-11-26,ACTIVE,0.00,,0.0322,290496.34,1
2025-08-01,ACC0000004140,CUST0002083,LOAN,KPR Rumah,2021-09-16,DORMANT,0.00,,0.0771,0.00,0
2025-08-01,ACC0000004468,CUST0002243,SAVINGS,Tabungan Rencana,2021-02-26,ACTIVE,3853917.79,,0.146,0.00,0
2025-08-01,ACC0000004831,CUST0002424,SAVINGS,Tabungan Rencana,2024-11-08,ACTIVE,14201660.30,,0.0161,-2524491.44,1
2025-08-01,ACC0000005101,CUST0002560,SAVINGS,Tabungan Negara Plus,2021-12-22,DORMANT,9925377.29,,0.0921,0.00,0
2025-08-01,ACC0000005559,CUST0002789,LOAN,KTA Personal,2023-08-03,ACTIVE,0.00,,0.1217,0.00,0
2025-08-01,ACC0000005682,CUST0002850,INVESTMENT,SBN Retail,2024-07-27,ACTIVE,0.00,,0.1265,-6841666.74,6
